6067,UNKNOWN,2007-02-03 10:03:53.0,2007-01-02 02:54:13.0,12,6,0
29287,UNKNOWN,2007-02-03 21:11:07.0,2007-01-02 07:33:35.0,1,0,0
27584,UNKNOWN,2007-02-03 15:24:14.0,2007-01-02 11:42:16.0,2,0,0
25286,UNKNOWN,2007-02-03 15:40:27.0,2007-01-02 07:24:18.0,2,0,0
34909,UNKNOWN,2007-02-03 21:17:16.0,2007-01-02 04:12:44.0,2,0,0
27716,UNKNOWN,2007-02-03 11:25:38.0,2007-01-02 03:51:33.0,4,1,0
7049,UNKNOWN,2007-02-04 00:09:39.0,2007-01-11 01:18:58.0,2,0,0
35320,UNKNOWN,2007-02-03 10:00:33.0,2007-01-02 02:49:11.0,13,41,0
29390,UNKNOWN,2007-02-03 17:39:06.0,2007-01-02 04:39:50.0,1,0,0
25385,UNKNOWN,2007-02-03 14:17:39.0,2007-01-02 13:13:33.0,1,1,0
28695,UNKNOWN,2007-02-03 15:04:34.0,2007-01-02 05:00:57.0,3,0,0
24079,UNKNOWN,2007-02-03 19:27:07.0,2007-01-02 08:35:02.0,2,0,0
9455,UNKNOWN,2007-02-03 13:47:41.0,2007-01-02 03:34:16.0,1,0,0
8623,UNKNOWN,2007-02-03 10:21:47.0,2007-01-02 05:21:21.0,1,0,0
11168,UNKNOWN,2007-02-03 13:26:24.0,2007-01-02 03:14:14.0,1,1,0
28779,UNKNOWN,2007-02-03 19:33:31.0,2007-01-02 11:59:50.0,1,0,0
9425,UNKNOWN,2007-02-03 10:23:43.0,2007-01-02 02:49:58.0,2,0,0
31060,UNKNOWN,2007-02-03 11:09:13.0,2007-01-02 02:53:02.0,1,0,0
34765,UNKNOWN,2007-01-31 23:35:18.0,2007-01-02 05:01:40.0,1,0,0
27327,UNKNOWN,2007-02-02 17:49:52.0,2007-01-02 18:53:51.0,2,0,0
36431,UNKNOWN,2007-01-31 20:34:51.0,2007-01-02 04:06:08.0,1,1,0
33999,UNKNOWN,2007-02-03 19:27:07.0,2007-01-02 10:37:46.0,3,0,0
11430,UNKNOWN,2007-02-03 19:30:39.0,2007-01-02 07:13:37.0,3,0,0
12363,UNKNOWN,2007-02-03 10:14:57.0,2007-01-02 04:05:23.0,2,0,0
10205,UNKNOWN,2007-02-03 19:57:49.0,2007-01-04 03:15:11.0,0,0,0
19637,UNKNOWN,2007-02-03 11:24:56.0,2007-01-02 11:08:52.0,2,0,0
20572,UNKNOWN,2007-02-03 00:31:11.0,2007-01-01 07:30:51.0,0,0,0
27469,UNKNOWN,2007-01-22 02:55:01.0,2007-01-02 04:24:35.0,2,0,0
11921,UNKNOWN,2007-02-03 12:27:24.0,2007-01-02 05:10:10.0,1,1,0
18202,UNKNOWN,2007-02-03 10:04:56.0,2007-01-02 02:54:12.0,2,0,0
24325,UNKNOWN,2007-02-02 01:59:47.0,2007-01-03 00:58:44.0,1,0,0
16831,UNKNOWN,2007-01-23 02:32:31.0,2007-01-02 12:13:01.0,0,0,0
15534,UNKNOWN,2007-02-03 10:31:07.0,2007-01-02 10:37:23.0,1,0,0
10692,UNKNOWN,2007-02-03 10:17:05.0,2007-01-02 02:47:34.0,3,2,0
6789,UNKNOWN,2007-02-03 11:26:49.0,2007-01-03 10:26:53.0,1,2,0
3599,UNKNOWN,2007-02-03 10:12:03.0,2007-01-02 02:54:37.0,4,1,0
27208,UNKNOWN,2007-02-01 13:11:09.0,2007-01-27 18:42:10.0,0,0,0
12314,UNKNOWN,2007-02-02 13:00:17.0,2007-01-02 03:14:36.0,1,1,0
12974,UNKNOWN,2007-02-03 05:34:46.0,2007-01-04 13:20:40.0,1,0,0
20521,UNKNOWN,2007-02-03 10:34:25.0,2007-01-02 05:31:31.0,3,0,0
22699,UNKNOWN,2007-01-28 10:45:56.0,2007-01-03 16:51:43.0,0,0,0
13788,UNKNOWN,2007-02-03 15:48:00.0,2007-01-03 03:32:05.0,0,0,0
33655,UNKNOWN,2007-02-03 10:18:39.0,2007-01-02 02:53:02.0,1,0,0
25039,UNKNOWN,2007-02-02 08:48:18.0,2007-01-02 10:53:25.0,1,0,0
3575,UNKNOWN,2007-02-03 12:11:30.0,2007-01-02 03:46:55.0,2,0,0
28886,UNKNOWN,2007-02-03 10:02:07.0,2007-01-02 04:54:09.0,3,0,0
31167,UNKNOWN,2007-02-03 14:09:52.0,2007-01-02 02:52:39.0,2,1,0
9976,UNKNOWN,2007-02-03 10:32:14.0,2007-01-02 02:52:39.0,3,0,0
17681,UNKNOWN,2007-02-03 20:14:25.0,2007-01-02 06:36:34.0,1,0,0
2907,UNKNOWN,2007-02-03 09:59:41.0,2007-01-02 02:43:24.0,12,36,0
8982,UNKNOWN,2007-02-03 23:26:21.0,2007-01-04 05:54:51.0,1,0,0
31735,UNKNOWN,2007-02-01 09:13:06.0,2007-01-08 14:07:36.0,0,0,0
17943,UNKNOWN,2007-02-03 15:23:00.0,2007-01-02 05:05:08.0,2,0,0
17762,UNKNOWN,2007-02-03 11:08:42.0,2007-01-02 04:39:50.0,1,0,0
36185,UNKNOWN,2007-02-03 11:14:53.0,2007-01-03 09:15:30.0,1,0,0
8413,UNKNOWN,2007-02-03 10:08:15.0,2007-01-02 03:36:09.0,2,0,0
14080,UNKNOWN,2007-02-03 10:02:38.0,2007-01-02 03:23:20.0,4,0,0
26806,UNKNOWN,2007-02-03 11:52:51.0,2007-01-04 02:33:22.0,2,0,0
12622,UNKNOWN,2007-02-03 12:22:20.0,2007-01-02 05:24:26.0,1,0,0
21026,UNKNOWN,2007-01-29 12:12:02.0,2007-01-05 02:00:33.0,0,0,0
9734,UNKNOWN,2007-01-24 00:50:41.0,2007-01-20 03:27:22.0,0,0,0
13248,UNKNOWN,2007-02-03 10:18:29.0,2007-01-02 04:09:48.0,1,1,0
20781,UNKNOWN,2007-02-03 21:22:19.0,2007-01-02 08:17:22.0,1,0,0
14751,UNKNOWN,2007-02-03 10:03:43.0,2007-01-02 02:51:27.0,5,12,0
12517,UNKNOWN,2007-02-03 18:51:27.0,2007-01-02 05:47:36.0,2,0,0
17386,UNKNOWN,2007-01-23 12:41:56.0,2007-01-06 19:01:38.0,0,0,0
30910,UNKNOWN,2007-02-03 20:46:37.0,2007-01-02 05:02:47.0,2,0,0
11659,UNKNOWN,2007-01-29 12:43:50.0,2007-01-19 01:41:08.0,0,0,0
29664,UNKNOWN,2007-02-03 10:13:56.0,2007-01-02 03:32:03.0,4,0,0
16622,UNKNOWN,2007-02-03 21:39:25.0,2007-01-06 22:16:36.0,0,0,0
20158,UNKNOWN,2007-02-03 19:17:07.0,2007-01-02 17:17:50.0,1,0,0
24552,UNKNOWN,2007-02-03 12:38:13.0,2007-01-02 11:03:31.0,2,0,0
24829,UNKNOWN,2007-02-03 18:30:37.0,2007-01-02 05:21:24.0,2,0,0
23220,UNKNOWN,2007-02-03 09:04:29.0,2007-01-02 04:26:07.0,1,0,0
32072,UNKNOWN,2007-01-31 14:30:48.0,2007-01-08 23:19:30.0,0,0,0
25743,UNKNOWN,2007-02-03 22:05:38.0,2007-01-03 22:05:46.0,1,0,0
25919,UNKNOWN,2007-02-03 12:54:11.0,2007-01-02 03:09:31.0,2,0,0
18902,UNKNOWN,2007-02-03 10:46:02.0,2007-01-02 04:40:13.0,2,0,0
16055,UNKNOWN,2007-02-03 13:50:50.0,2007-01-08 19:10:10.0,0,0,0
22852,UNKNOWN,2007-02-03 12:14:43.0,2007-01-02 03:16:04.0,1,0,0
22378,UNKNOWN,2007-02-03 10:31:52.0,2007-01-02 10:12:38.0,2,0,0
30859,UNKNOWN,2007-02-03 11:03:55.0,2007-01-02 10:23:38.0,2,0,0
33040,UNKNOWN,2007-02-02 20:36:47.0,2007-01-02 11:55:45.0,0,0,0
23326,UNKNOWN,2007-02-03 17:17:12.0,2007-01-02 08:36:19.0,1,0,0
26017,UNKNOWN,2007-01-30 05:59:39.0,2006-12-31 06:39:58.0,0,0,0
25970,UNKNOWN,2007-02-03 10:01:15.0,2007-01-02 02:57:39.0,2,0,0
20726,UNKNOWN,2007-02-03 13:19:21.0,2007-01-02 04:49:46.0,1,0,0
17224,UNKNOWN,2007-02-03 10:17:58.0,2007-01-02 10:09:53.0,1,0,0
34278,UNKNOWN,2007-01-28 05:51:15.0,2007-01-13 08:18:37.0,0,0,0
